"Vague","S1. genre","S2. âge","S3. Zone géo","Région","Département","S7b. Taille commune","q5. Certitude/hypothèse impact effet de serre","q11. Solutions changement climatique","q18_i1. Causes GES activités industrielles","q18_i2. Causes GES transports","q18_i3. Causes GES bâtiments","q18_i4. Causes GES agriculture","q18_i5. Causes GES centrales de production d'électricité au gaz, charbon ou fuel","q18_i6. Causes GES traitement des déchets","q18_i7. Causes GES destruction des forêts","q18_i8. Causes GES centrales nucléaires","q18_i9. Causes GES activité volcanique","q18_i10. Causes GES bombes aérosols","s13. Nb membres foyer","s15. Diplôme","s17. Type habitat","s18. Statut locataire/propriétaire","s22. Mode de transport","s25. Sympathie mouvements écologistes","poids","age"
"Vague 03","Une femme","65 ans et +","Nord Est","Nord - Pas de Calais - Picardie","Nord","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Beaucoup","No rep.","Peu","Beaucoup","1 personne","CAP - BEP","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","No rep.","0.8597049","67"
"Vague 03","Un homme","25-34 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Meurthe-et-Moselle","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","No rep.","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","4 personnes et +","CAP - BEP","Un appartement","Locataire","En deux- roues motorisé","...beaucoup de sympathie ?","1.1337085","31"
"Vague 03","Un homme","25-34 ans","Nord Ouest","Basse - Normandie - Haute - Normandie","Calvados","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Peu","No rep.","Peu","Pas du tout","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Peu","2 personnes","CAP - BEP","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1.1953886","26"
"Vague 03","Un homme","50-64 ans","Nord Est","Nord - Pas de Calais - Picardie","Nord","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Peu","Beaucoup","No rep.","Beaucoup","Beaucoup","Assez","Beaucoup","4 personnes et +","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.4496344","52"
"Vague 03","Une femme","25-34 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Moselle","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Pas du tout","Assez","Pas du tout","Beaucoup","Beaucoup","Assez","Beaucoup","3 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1.4969608","29"
"Vague 03","Un homme","25-34 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Beaucoup","Beaucoup","Beaucoup","Peu","Beaucoup","Pas du tout","Beaucoup","4 personnes et +","No rep.","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.9664906","30"
"Vague 03","Une femme","25-34 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","No rep.","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Peu","No rep.","Peu","Beaucoup","Assez","Assez","Beaucoup","Beaucoup","Assez","2 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.1245723","28"
"Vague 03","Un homme","65 ans et +","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Moselle","Dans une agglomération de 100.000 habitants et plus, en province","No rep.","Il n'y a rien à faire, le changement climatique est inévitable.","Peu","Pas du tout","Peu","Peu","Peu","Peu","Peu","Pas du tout","Pas du tout","Peu","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Locataire","No rep.","...beaucoup de sympathie ?","1.0699672","89"
"Vague 03","Une femme","35-49 ans","Sud Est","Languedoc - Roussillon - Midi - Pyrénées","Aude","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Assez","No rep.","Peu","Assez","Beaucoup","Peu","Beaucoup","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1.2449421","46"
"Vague 03","Une femme","50-64 ans","Nord Est","Nord - Pas de Calais - Picardie","Somme","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","No rep.","Beaucoup","Pas du tout","No rep.","Beaucoup","Beaucoup","Beaucoup","Beaucoup","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.0367945","52"
"Vague 03","Un homme","35-49 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Marne","Dans une agglomération de 100.000 habitants et plus, en province","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Pas du tout","Peu","Peu","Beaucoup","Peu","Assez","Assez","3 personnes","CAP - BEP","Un appartement","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.2201095","39"
"Vague 03","Une femme","50-64 ans","Sud Est","Languedoc - Roussillon - Midi - Pyrénées","Gard","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Assez","Pas du tout","Beaucoup","Pas du tout","Beaucoup","Pas du tout","Beaucoup","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.8663224","61"
"Vague 03","Une femme","50-64 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il n'y a rien à faire, le changement climatique est inévitable.","Beaucoup","Peu","Peu","Pas du tout","Pas du tout","Assez","Beaucoup","Beaucoup","Peu","Peu","2 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","0.8663224","57"
"Vague 03","Un homme","35-49 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Haut-Rhin","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","No rep.","Beaucoup","Beaucoup","Beaucoup","Beaucoup","No rep.","Pas du tout","4 personnes et +","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En vélo ou à pied","...beaucoup de sympathie ?","0.8540366","43"
"Vague 03","Une femme","50-64 ans","Sud Est","Provence - Alpes - Côte d'Azur","Var","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Beaucoup","Peu","Peu","Peu","Beaucoup","Beaucoup","Assez","Peu","Peu","4 personnes et +","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","1.0618485","57"
"Vague 03","Une femme","35-49 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Moselle","Dans une ville de 2000 à moins de 20.000 habitants","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Assez","Assez","Assez","Assez","Assez","No rep.","Assez","Beaucoup","No rep.","Assez","2 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","0.9185434","43"
"Vague 03","Une femme","35-49 ans","Nord Est","Alsace - Champagne - Ardennes - Lorraine","Marne","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Assez","Assez","Beaucoup","Peu","Assez","Assez","Assez","Peu","Peu","4 personnes et +","CAP - BEP","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.4849094","43"
"Vague 03","Une femme","25-34 ans","Sud Est","Provence - Alpes - Côte d'Azur","Bouches-du-Rhône","Dans une agglomération de 100.000 habitants et plus, en province","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Peu","Pas du tout","Beaucoup","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","3 personnes","BACCALAUREAT GENERAL, TECHNOLOGIQUE OU PROFESSIONNEL","Une maison individuelle","Locataire","En voiture (même si vous n'êtes pas le conducteur)","...beaucoup de sympathie ?","1.2804505","27"
"Vague 03","Une femme","65 ans et +","Sud Est","Languedoc - Roussillon - Midi - Pyrénées","Pyrénées-Orientales","Dans une ville de 2000 à moins de 20.000 habitants","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Assez","Assez","Beaucoup","Beaucoup","Assez","Beaucoup","2 personnes","BEPC, BREVET DES COLLEGES","Une maison individuelle","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.9267746","73"
"Vague 03","Un homme","15-17 ans","Ile de France","Ile de France","Seine-Saint-Denis","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Peu","Peu","Peu","Beaucoup","Beaucoup","Beaucoup","Beaucoup","3 personnes","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En transports en commun urbains (dont métro)","...peu de sympathie ?","1.0845783","17"
"Vague 03","Une femme","65 ans et +","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","No rep.","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Assez","Beaucoup","Pas du tout","Assez","Assez","Beaucoup","Pas du tout","Pas du tout","No rep.","2 personnes","DEUG, DUT, BTS, DIPLOME DES PROFESSIONS SOCIALES OU DE LA SANTE","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","1.304557","82"
"Vague 03","Un homme","15-17 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Il n'y a rien à faire, le changement climatique est inévitable.","Assez","Assez","Pas du tout","Assez","Assez","Assez","Assez","Pas du tout","Pas du tout","Pas du tout","4 personnes et +","BEPC, BREVET DES COLLEGES","Un appartement","Locataire","En transports en commun urbains (dont métro)","...assez de sympathie ?","1.6450003","16"
"Vague 03","Une femme","25-34 ans","Ile de France","Ile de France","Paris","Dans l'agglomération parisienne","...une hypothèse sur laquelle les scientifiques ne sont pas tous d'accord ?","Le progrès technique permettra de trouver des solutions pour limiter le changement climatique","Beaucoup","Assez","Assez","Assez","Beaucoup","Assez","Beaucoup","Beaucoup","No rep.","Beaucoup","1 personne","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","0.4643163","29"
"Vague 03","Une femme","50-64 ans","Ile de France","Ile de France","Yvelines","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Beaucoup","Beaucoup","Assez","Beaucoup","Peu","Beaucoup","1 personne","CAP - BEP","Un appartement","Locataire","En transports en commun urbains (dont métro)","...beaucoup de sympathie ?","1.0306363","50"
"Vague 03","Un homme","50-64 ans","Ile de France","Ile de France","Essonne","Dans l'agglomération parisienne","...ou bien une certitude pour la plupart des scientifiques ?","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Assez","Assez","Assez","Assez","Beaucoup","Assez","Assez","Beaucoup","3 personnes","2EME, 3EME CYCLE UNIVERSITAIRE OU GRANDES ECOLES","Un appartement","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...peu de sympathie ?","0.7632575","50"
"Vague 03","Une femme","15-17 ans","Sud Est","Languedoc - Roussillon - Midi - Pyrénées","Gard","En zone rurale","No rep.","Il faudra modifier de façon importante nos modes de vie pour limiter le changement climatique","Beaucoup","Beaucoup","Beaucoup","Pas du tout","Beaucoup","Assez","Beaucoup","Beaucoup","Pas du tout","Beaucoup","3 personnes","CAP - BEP","Autre","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.7954438","17"
"Vague 03","Un homme","65 ans et +","Nord Est","Nord - Pas de Calais - Picardie","Somme","En zone rurale","No rep.","Il n'y a rien à faire, le changement climatique est inévitable.","Peu","Pas du tout","Peu","Beaucoup","Beaucoup","Pas du tout","Pas du tout","Beaucoup","No rep.","Pas du tout","2 personnes","CERTIFICAT D'ETUDES PRIMAIRES (CEP)","Autre","Propriétaire (y compris copropriétaire et accédant)","En voiture (même si vous n'êtes pas le conducteur)","...assez de sympathie ?","0.9525873","71"
